City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
461,Lasa,IT,46.6166,10.7002,31.03,65,89,3.18,overcast clouds
462,Shenjiamen,CN,29.9576,122.298,36.09,45,0,25.75,clear sky
463,Plettenberg Bay,ZA,-34.0527,23.3716,68.09,81,4,7.56,clear sky
464,Gizo,SB,-8.103,156.8419,82.9,76,93,6.49,light rain
465,Santa Cruz Cabralia,BR,-16.2781,-39.0247,77.23,94,75,3.44,broken clouds
466,Santa Margherita Ligure,IT,44.3346,9.212,59.56,88,97,1.99,overcast clouds
467,Isangel,VU,-19.55,169.2667,83.93,71,3,9.13,clear sky
468,Anzio,IT,41.4853,12.6179,56.01,92,83,9.01,broken clouds
469,Hecun,CN,36.5333,114.1111,24.28,33,13,0.49,few clouds
470,Mao,ES,39.8885,4.2658,54.16,94,0,5.75,clear sky
471,Ormara,PK,25.2088,64.6357,67.01,33,0,11.59,clear sky
472,Turangi,NZ,-39.0,175.9333,62.13,69,32,5.03,scattered clouds
473,Baykit,RU,61.67,96.37,-12.87,99,90,3.06,overcast clouds
474,Leeton,AU,-34.5667,146.4,67.89,76,90,7.58,overcast clouds
475,San Bartolome De Tirajana,ES,27.9248,-15.5733,57.67,70,0,4.61,clear sky
476,Lander,US,42.833,-108.7307,-1.61,67,0,3.44,clear sky
477,Muli,MV,2.9167,73.5667,79.72,77,68,5.28,broken clouds
478,Tyulgan,RU,52.3405,56.166,24.42,94,100,20.07,light snow
479,Megion,RU,61.0296,76.1136,-11.18,86,97,12.75,overcast clouds
480,Galesong,ID,-5.3166,119.3661,77.02,90,100,14.88,heavy intensity rain
481,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,60,0,10.0,clear sky
482,Toamasina,MG,-18.1667,49.3833,73.98,94,100,9.95,light rain
483,Umm Kaddadah,SD,13.6017,26.6876,71.24,30,99,14.65,overcast clouds
484,Eureka,US,40.8021,-124.1637,58.19,98,100,4.0,overcast clouds
485,Pervoye Maya,RU,56.164,44.7196,32.92,99,100,9.06,overcast clouds
486,Sawtell,AU,-30.3833,153.1,68.18,88,100,5.75,overcast clouds
487,Seminole,US,28.7086,-81.2081,69.06,89,0,0.0,clear sky
488,Ola,RU,59.5833,151.2833,2.14,75,100,11.56,overcast clouds
489,Namwala,ZM,-15.7504,26.4384,65.97,96,100,4.54,light rain
490,Foam Lake,CA,51.65,-103.5343,-5.75,89,100,16.55,overcast clouds
491,Rawlins,US,41.7911,-107.2387,-7.65,54,0,4.61,clear sky
492,Chara,RU,56.9064,118.2631,-22.18,70,4,1.54,clear sky
493,Murdochville,CA,48.9583,-65.5006,7.74,90,37,3.04,scattered clouds
494,Ferrol,ES,43.4832,-8.2369,63.68,76,99,22.46,overcast clouds
495,Mombaca,BR,-5.7431,-39.6275,84.94,50,90,5.64,overcast clouds
496,Vilhena,BR,-12.7406,-60.1458,76.35,92,67,2.26,broken clouds
497,Morehead,US,37.2711,-87.1764,45.0,96,100,5.75,drizzle
498,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,76.86,95,100,0.56,overcast clouds
499,Buchanan,LR,5.8808,-10.0467,79.43,79,97,6.8,overcast clouds
500,Voznesenskoye,RU,54.89,42.7569,32.76,98,100,8.05,overcast clouds
501,Tura,IN,25.5198,90.2201,56.88,67,0,2.48,clear sky
502,Shushtar,IR,32.0455,48.8567,59.52,66,74,11.88,broken clouds
503,Yulara,AU,-25.2406,130.9889,68.54,81,100,10.38,overcast clouds
504,Sobolevo,RU,54.4299,31.8996,33.35,100,100,7.87,overcast clouds
505,Arman,RU,59.7,150.1667,2.01,74,100,12.46,overcast clouds
506,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.97,77,26,14.25,scattered clouds
507,Giresun,TR,40.5,38.5,22.12,79,1,5.3,clear sky
508,Jimo,CN,36.3897,120.4622,18.54,60,41,8.63,scattered clouds
509,Honggang,CN,46.4667,124.8667,3.99,92,100,16.91,light snow
510,Ilulissat,GL,69.2167,-51.1,5.02,56,40,3.44,scattered clouds
511,Vieques,PR,18.425,-65.8329,82.85,69,40,12.66,scattered clouds
512,Muscle Shoals,US,34.7448,-87.6675,52.25,77,100,3.0,overcast clouds
513,Santa Cruz De La Palma,ES,28.6835,-17.7642,66.34,77,0,8.05,clear sky
514,Jinji,CN,23.2281,110.8261,51.75,38,84,3.78,broken clouds
515,Flinders,AU,-34.5833,150.8552,70.05,85,52,7.0,broken clouds
516,Amahai,ID,-3.3333,128.9167,77.72,77,94,3.71,overcast clouds
517,Ninghai,CN,29.2892,121.4247,32.77,44,1,9.64,clear sky
518,Port Hawkesbury,CA,45.6169,-61.3485,31.62,82,33,3.0,scattered clouds
519,Muana,BR,-1.5283,-49.2167,76.8,90,100,4.27,overcast clouds
520,Uvinza,TZ,-5.1036,30.3911,66.33,94,100,2.91,light rain
521,Niquelandia,BR,-14.4739,-48.4597,72.5,92,100,2.06,light rain
522,Hobyo,SO,5.3505,48.5268,77.95,76,95,16.62,overcast clouds
523,Alyangula,AU,-13.8483,136.4192,81.9,81,95,13.96,overcast clouds
524,Cairns,AU,-16.9167,145.7667,77.07,84,75,8.05,broken clouds
525,Churapcha,RU,62.0025,132.4325,-18.15,99,100,2.01,overcast clouds
526,Dzaoudzi,YT,-12.7887,45.2699,82.29,78,0,6.91,clear sky
527,Cidreira,BR,-30.1811,-50.2056,71.56,67,0,16.51,clear sky
528,Waipawa,NZ,-41.4122,175.5153,63.14,73,87,1.54,overcast clouds
529,Amurzet,RU,47.6967,131.0981,4.46,85,100,13.42,overcast clouds
530,Laguna,US,38.421,-121.4238,49.05,86,100,8.05,haze
531,Sungairaya,ID,0.7,108.9,75.9,96,100,10.56,light rain
532,Yelets,RU,52.6237,38.5017,33.31,96,100,11.14,light snow
533,Rosarito,MX,32.3333,-117.0333,74.25,47,67,4.09,broken clouds
534,Agadir,MA,30.4202,-9.5982,61.25,51,2,0.58,clear sky
535,Sakakah,SA,29.9697,40.2064,52.88,62,24,9.01,few clouds
536,Benguela,AO,-12.5763,13.4055,74.5,75,80,5.41,broken clouds
537,Tallahassee,US,30.4383,-84.2807,57.85,82,100,0.0,overcast clouds
538,Ayan,RU,56.45,138.1667,14.29,83,100,13.06,overcast clouds
539,Vice,PE,-5.4167,-80.7833,82.08,53,56,19.84,broken clouds
540,The Pas,CA,53.8251,-101.2541,-2.61,83,100,14.58,overcast clouds
541,Kabanjahe,ID,3.1001,98.4908,63.05,92,100,0.67,overcast clouds
542,Sompeta,IN,18.9333,84.6,66.76,71,100,6.13,overcast clouds
543,Nioro,GM,13.35,-15.75,78.89,16,87,7.05,overcast clouds
544,El Sauz,MX,20.4667,-100.1,71.69,30,20,6.91,few clouds
545,Mackenzie,CA,55.2999,-123.1698,-15.48,91,99,0.81,overcast clouds
546,Marawi,PH,7.9986,124.2928,68.49,95,55,1.74,broken clouds
547,Mizdah,LY,31.4451,12.9801,52.41,80,80,7.7,broken clouds
548,Balikpapan,ID,-1.2675,116.8289,76.19,100,40,3.44,light rain
549,Agirish,RU,61.9247,63.0231,14.41,94,100,9.51,light snow
550,Aklavik,CA,68.2191,-135.0107,-1.26,90,100,15.48,overcast clouds
551,Mamallapuram,IN,12.6264,80.1722,75.25,82,100,14.47,overcast clouds
552,Yumen,CN,40.2833,97.2,16.39,57,10,3.31,clear sky
553,Valparaiso,CL,-33.0393,-71.6273,82.04,46,0,16.11,clear sky
554,Horsham,GB,51.064,-0.3272,52.11,92,75,5.75,broken clouds
555,Shimoda,JP,34.6667,138.95,37.11,56,51,33.55,broken clouds
556,Poddorye,RU,57.4695,31.1156,34.0,99,100,7.36,overcast clouds
557,Anchorage,US,61.2181,-149.9003,22.64,85,100,10.36,overcast clouds
558,Nova Olimpia,BR,-14.7972,-57.2881,85.23,66,69,3.47,broken clouds
559,Shieli,KZ,44.1667,66.75,20.64,90,6,7.49,clear sky
560,Dunedin,NZ,-45.8742,170.5036,63.81,71,81,4.0,broken clouds
561,Nyurba,RU,63.2842,118.3319,-32.17,99,10,2.91,clear sky
562,Tazovskiy,RU,67.4667,78.7,-10.59,94,76,9.89,broken clouds
563,Kuryk,KZ,43.2,51.65,35.2,49,93,17.11,overcast clouds
564,Linhares,BR,-19.3911,-40.0722,71.44,95,99,6.55,overcast clouds
565,Udachnyy,RU,66.4167,112.4,-17.68,90,97,7.74,overcast clouds
566,Necochea,AR,-38.5473,-58.7368,89.44,32,100,12.82,overcast clouds
567,Sept-Iles,CA,50.2001,-66.3821,20.05,75,43,3.0,scattered clouds
568,Skjervoy,NO,70.0311,20.9714,17.6,65,89,9.84,overcast clouds
569,Vysokogornyy,RU,50.1167,139.15,8.13,95,91,5.59,overcast clouds
570,Najran,SA,17.4924,44.1277,60.35,36,0,2.51,clear sky
571,Komsomolskiy,UZ,40.4272,71.7189,34.52,86,75,4.61,mist
572,Anadyr,RU,64.75,177.4833,23.5,42,0,22.37,clear sky
573,Broken Hill,AU,-31.95,141.4333,67.84,49,100,13.4,overcast clouds
574,Berbera,SO,10.4396,45.0143,75.34,83,42,5.93,scattered clouds
575,Wewak,PG,-3.5534,143.6268,79.43,87,100,6.13,moderate rain
576,Mount Gambier,AU,-37.8333,140.7667,60.37,86,50,3.78,scattered clouds
577,Zhigansk,RU,66.7697,123.3711,-36.67,99,61,3.69,broken clouds
578,Yaan,NG,7.3833,8.5667,77.65,23,34,6.35,scattered clouds
579,Havelock,US,34.8791,-76.9013,67.98,90,100,10.36,mist
580,Sokna,NO,60.24,9.9235,28.13,89,49,5.14,scattered clouds
581,Vangaindrano,MG,-23.35,47.6,69.13,91,96,10.38,overcast clouds
582,Butembo,CD,0.15,29.2833,58.03,96,92,2.8,light rain
583,Rioja,AR,-29.4111,-66.8507,95.59,25,0,5.5,clear sky
584,Beyneu,KZ,45.3167,55.2,23.14,65,0,11.07,clear sky
585,Diamantino,BR,-14.4086,-56.4461,83.98,65,46,5.93,scattered clouds
586,Nahan,IN,30.55,77.3,48.34,33,0,3.02,clear sky
587,Mayya,RU,61.7333,130.2811,-22.68,97,100,2.21,overcast clouds
588,Morondava,MG,-20.2833,44.2833,77.16,81,97,10.42,overcast clouds
589,Belaya Gora,RU,68.5333,146.4167,-23.6,100,11,0.89,few clouds
590,Onega,RU,63.9061,38.1404,26.96,98,100,3.18,light snow
591,Shetpe,KZ,44.1667,52.1167,28.85,47,24,13.96,few clouds
592,Sangar,RU,63.9242,127.4739,-22.63,97,100,3.04,overcast clouds
593,El Sauzal,MX,31.9,-116.6833,62.42,74,59,4.63,broken clouds
594,Pacifica,US,37.6138,-122.4869,59.9,72,40,12.66,haze
595,Suclayin,PH,15.7568,121.5503,68.11,90,79,3.09,broken clouds
596,Merauke,ID,-8.4667,140.3333,78.64,89,100,7.63,overcast clouds
597,Erenhot,CN,43.6475,111.9767,3.49,68,49,5.95,scattered clouds
598,Samarai,PG,-10.6167,150.6667,83.28,79,100,8.68,overcast clouds
599,Porto Empedocle,IT,37.2934,13.5264,53.31,82,0,6.51,clear sky
600,Kassala,SD,15.451,36.4,78.85,24,7,12.55,clear sky
601,Chunan,CN,24.5277,110.548,49.8,45,88,2.1,overcast clouds
602,Ugoofaaru,MV,5.6667,73.0,80.24,76,80,4.36,broken clouds
603,Yoichi,JP,43.2039,140.7703,35.96,99,100,5.66,light rain
604,Nouadhibou,MR,20.931,-17.0347,71.58,56,0,2.3,clear sky
605,Talaya,RU,61.3833,152.75,-28.14,100,100,0.92,overcast clouds
606,Khromtau,KZ,50.2503,58.4347,14.61,93,64,16.2,broken clouds
607,Leshukonskoye,RU,64.8989,45.7622,19.45,97,100,1.03,light snow
608,Lata,PT,40.1629,-8.3327,59.07,96,100,3.96,overcast clouds
609,Sabang,ID,5.8933,95.3214,80.46,80,97,8.43,overcast clouds
610,Severo-Kurilsk,RU,50.6789,156.125,30.33,74,38,7.58,scattered clouds
611,Martapura,ID,-3.4167,114.85,77.09,100,100,6.91,moderate rain
612,San Policarpo,PH,12.1791,125.5072,78.3,87,100,4.61,overcast clouds
613,Formosa,AR,-26.1775,-58.1781,94.98,34,20,10.36,few clouds
614,Vallenar,CL,-28.5708,-70.7581,85.08,25,0,10.18,clear sky
615,Youkounkoun,GN,12.5333,-13.1333,76.14,18,74,5.84,broken clouds
616,Pangkalanbuun,ID,-2.6833,111.6167,74.3,96,100,3.27,overcast clouds
617,Parrita,CR,9.5201,-84.3225,87.26,68,75,5.03,broken clouds
618,Zhangye,CN,38.9342,100.4517,23.36,40,0,3.04,clear sky
619,Forestville,US,38.8451,-76.875,49.1,96,100,14.97,heavy intensity rain
620,Dese,ET,11.1333,39.6333,53.73,85,91,2.93,overcast clouds
621,Hofn,IS,64.2539,-15.2082,24.76,65,1,18.52,clear sky
622,Xiuyan,CN,40.2928,123.2744,3.15,63,9,17.27,clear sky
623,Zaysan,KZ,47.4667,84.8667,7.11,94,99,4.12,overcast clouds
624,Alto Araguaia,BR,-17.3147,-53.2153,79.32,55,78,3.62,broken clouds
625,Juneau,US,58.3019,-134.4197,22.21,88,75,0.0,broken clouds
626,Tual,ID,-5.6667,132.75,83.84,75,100,9.46,overcast clouds
627,Matagami,CA,49.7502,-77.6328,12.31,79,100,9.22,overcast clouds
628,Port Augusta,AU,-32.5,137.7667,68.72,57,23,11.63,few clouds
629,Bayan,CN,46.0833,127.4,1.96,96,100,9.51,snow
630,Guarda,PT,40.5373,-7.2658,49.23,98,100,5.44,overcast clouds
631,Veshkayma,RU,54.05,47.1333,30.52,96,100,14.81,light snow
632,Kwinana,AU,-32.25,115.7667,74.14,57,34,7.25,scattered clouds
633,Chimoio,MZ,-19.1164,33.4833,62.44,95,100,4.25,overcast clouds
634,Noyabrsk,RU,63.1994,75.4507,-8.86,85,60,18.84,broken clouds
635,Leh,IN,34.1667,77.5833,7.75,34,0,1.23,clear sky
636,Fuxin,CN,42.0156,121.6589,3.06,46,6,11.41,clear sky
637,Soe,ID,-9.8607,124.284,63.88,84,100,3.94,overcast clouds
638,Kapuskasing,CA,49.4169,-82.4331,17.69,93,100,12.66,mist
639,Friesoythe,DE,53.0167,7.85,45.27,97,100,3.42,light rain
640,Lebedyn,UA,50.5852,34.4849,35.6,99,100,8.21,light rain
641,Finschhafen,PG,-6.6024,147.8681,81.0,77,84,6.51,broken clouds
642,Xining,CN,36.6167,101.7667,16.23,54,0,2.48,clear sky
643,Ossora,RU,59.2353,163.0719,13.01,68,100,10.92,overcast clouds
644,Malibu,US,34.005,-118.8101,74.37,55,100,3.33,overcast clouds
645,Thunder Bay,CA,48.4001,-89.3168,6.78,66,100,11.5,light snow
646,Bereda,ES,43.2686,-7.5406,58.41,100,100,10.69,overcast clouds
647,Grand-Santi,GF,4.25,-54.3833,78.3,73,82,4.65,broken clouds
648,Antofagasta,CL,-23.65,-70.4,69.08,70,7,10.54,clear sky
649,Big Spring,US,32.2504,-101.4787,21.65,38,40,20.71,scattered clouds
650,Tezu,IN,27.9167,96.1667,61.92,52,85,2.55,overcast clouds
651,Hoquiam,US,46.9809,-123.8893,30.92,50,100,23.02,overcast clouds
652,Mersing,MY,2.4312,103.8405,74.84,93,100,8.72,moderate rain
653,Gedo,ET,9.0167,37.45,53.35,78,91,0.07,light rain
654,Ravar,IR,31.2656,56.8055,41.49,41,4,1.68,clear sky
655,Saint-Augustin,CA,51.226,-58.6502,23.2,78,38,5.64,scattered clouds
656,Bubaque,GW,11.2833,-15.8333,81.72,58,76,8.99,broken clouds
657,Gerash,IR,27.6652,54.1371,42.94,37,94,1.19,overcast clouds
658,Ketchikan,US,55.3422,-131.6461,28.38,43,100,0.0,overcast clouds
659,Trinidad,BO,-14.8333,-64.9,91.38,58,20,5.75,few clouds
660,Grand-Bourg,GP,15.8835,-61.3148,80.8,70,5,19.13,clear sky
661,Khandyga,RU,62.6667,135.6,-26.27,100,100,1.23,overcast clouds
662,Noumea,NC,-22.2763,166.4572,82.38,99,0,1.77,clear sky
663,Athabasca,CA,54.7169,-113.2854,-13.83,93,47,6.17,scattered clouds
664,Carutapera,BR,-1.195,-46.02,76.51,91,88,6.73,light rain
665,Ginir,ET,7.1333,40.7,59.09,63,84,4.36,broken clouds
666,Atbasar,KZ,51.8,68.3333,-5.01,91,96,7.09,overcast clouds
667,Aquin,HT,18.2833,-73.4,80.17,64,0,5.01,clear sky
668,Palauig,PH,15.435,119.9045,76.35,74,95,4.21,overcast clouds
669,Carazinho,BR,-28.2839,-52.7864,83.64,38,31,2.24,scattered clouds
670,Klyuchi,RU,52.2667,79.1667,-1.55,98,100,6.98,overcast clouds
671,Gulbarga,IN,17.3333,76.8333,65.88,48,3,5.77,clear sky
672,Mweka,CD,-4.85,21.5667,66.25,93,100,1.59,overcast clouds
673,Poltavka,RU,54.3663,71.7632,-7.08,89,40,8.63,scattered clouds
674,Taoudenni,ML,22.6783,-3.9836,67.06,27,0,12.73,clear sky
675,Wabana,CA,47.6332,-52.9481,30.38,80,40,13.8,scattered clouds
676,Mangrol,IN,21.1167,70.1167,68.36,33,0,10.09,clear sky
677,Luena,AO,-11.7833,19.9167,61.74,98,100,3.2,light rain
678,Inuvik,CA,68.3499,-133.7218,-6.74,84,100,2.3,light snow
679,Nsoko,SZ,-27.0333,31.95,63.19,78,0,3.87,clear sky
680,Vale,GE,41.6156,42.8722,32.5,73,11,3.67,few clouds
681,Dodola,ET,6.9833,39.1833,56.95,65,99,1.74,overcast clouds
682,Ulaanbaatar,MN,47.9077,106.8832,-11.07,77,0,2.24,clear sky
683,Acapulco,MX,16.8634,-99.8901,85.82,70,0,10.36,clear sky
684,Puerto Madryn,AR,-42.7692,-65.0385,77.59,27,100,31.52,overcast clouds
685,Karimpur,IN,23.9667,88.6167,60.98,37,48,4.14,scattered clouds
686,Kieta,PG,-6.2167,155.6333,80.46,82,100,1.23,light rain
687,Kumbo,CM,6.2,10.6667,59.41,44,52,5.84,broken clouds
688,Taltal,CL,-25.4,-70.4833,72.23,62,21,5.41,few clouds
689,Zabol,AF,32.25,67.25,31.91,58,0,6.44,clear sky
690,Iwanai,JP,42.9744,140.5089,35.55,98,100,4.81,light rain
691,Puerto Baquerizo Moreno,EC,-0.9,-89.6,76.19,83,75,6.91,broken clouds
